Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MET In Type 1 Papillary Renal Cell Carcinoma WP4205	17/59	0.118098922636974	0.5730632718804239	0	0	1.4727345229787658	3.146103614425216	ALK;CDKN1A;MAP2K1;HGF;PIK3CD;PTPN11;CBL;ETS1;AKT2;AKT3;PAK6;INSL3;SOS1;PAK3;PAK5;PAK4;C8ORF34
Cholesterol Biosynthesis Pathway In Hepatocytes WP5329	13/43	0.11813566148136079	0.5730632718804239	0	0	1.5764350453172205	3.3671417294191635	ABCA1;IDI1;HMGCS1;ELOVL5;ACSL1;MSMO1;CYP46A1;FADS2;NSDHL;SCD;ACOT2;SC5D;ACOT1
Inflammatory Bowel Disease Signaling WP5198	13/43	0.11813566148136079	0.5730632718804239	0	0	1.5764350453172205	3.3671417294191635	RORC;IL18;NOD2;IL2RG;TNF;IL6;IL23A;IL21R;IL12A;IL12RB1;TLR5;TLR4;TLR2
Amino Acid Metabolism Pathway Excerpt His Catabolism Extension WP4661	3/6	0.11920865054154181	0.5730632718804239	0	0	3.635752376536054	7.732808852186502	UROC1;GPT2;FTCD
Multiple Epiphyseal Dysplasia And Pseudoachondroplasia Genes WP4789	3/6	0.11920865054154181	0.5730632718804239	0	0	3.635752376536054	7.732808852186502	COMP;COL9A3;COL9A2
SCFA And Skeletal Muscle Substrate Metabolism WP4030	3/6	0.11920865054154181	0.5730632718804239	0	0	3.635752376536054	7.732808852186502	FFAR3;FFAR2;SLC2A4
Imatinib And Chronic Myeloid Leukemia WP3640	7/20	0.12003289989941543	0.5735703839505001	0	0	1.9582805219843975	4.151533964398219	FLT1;GADD45A;MYC;KIT;GAB2;PIM2;ABCG2
T Cell Activation SARS CoV 2 WP5098	24/88	0.12220418526009455	0.5798167025095672	0	0	1.3647483690587139	2.8687856637331954	CDKN1A;MAP2K1;PTEN;PIK3CD;CD3G;CD3E;CD3D;TNF;ZAP70;CCND1;LCK;IL23A;GRAP2;CTLA4;IL12A;PRKCQ;FYN;CCL19;SOS1;ICOS;IL12RB1;CCL28;CARD11;LAT
Regulation Of Apoptosis By Parathyroid Hormone Related Protein WP3872	8/24	0.12651241217542608	0.5798167025095672	0	0	1.818477251624884	3.7595468846966327	BCL2L10;ITGB4;MYC;AKT2;AKT3;PTHLH;BCL2L14;BOK
Kynurenine Pathway And Links To Cell Senescence WP5044	8/24	0.12651241217542608	0.5798167025095672	0	0	1.818477251624884	3.7595468846966327	CDKN1A;KLF5;HAAO;CAT;TNF;TLR4;FOXO1;IDO1
Urea Cycle And Associated Pathways WP4595	8/24	0.12651241217542608	0.5798167025095672	0	0	1.818477251624884	3.7595468846966327	LDHB;MDH1;GLS2;NOS3;PYCR1;NAGS;ASS1;OTC
GPCRs Class B Secretin Like WP334	8/24	0.12651241217542608	0.5798167025095672	0	0	1.818477251624884	3.7595468846966327	ADGRE2;CALCRL;CALCR;GLP2R;SCTR;ADGRL4;CRHR2;ADGRL3
Neural Crest Differentiation WP2064	27/101	0.12810403342591786	0.5798167025095672	0	0	1.3279413710749686	2.728803434281338	ITGB1;HDAC10;NOTCH4;COL11A2;TWIST1;FGF2;ETS1;HDAC9;CDH6;DMBX1;DLL4;MYC;MPZ;ZIC1;SOX9;SOX5;WNT3A;OLIG1;SOX10;BMP7;RHOB;GJB1;COL2A1;ID1;TCF4;FGFR3;FGFR2
Development Of Pulmonary Dendritic Cells And Macrophage Subsets WP3892	5/13	0.12848795956697956	0.5798167025095672	0	0	2.2726745534678727	4.663346549076803	IRF4;IRF8;TCF4;IKZF1;RUNX2
Cell Type Dependent Selectivity Of CCK2R Signaling WP3679	5/13	0.12848795956697956	0.5798167025095672	0	0	2.2726745534678727	4.663346549076803	RYR1;RYR2;DAGLA;CNR1;GNAI1
Estrogen Receptor Pathway WP2881	5/13	0.12848795956697956	0.5798167025095672	0	0	2.2726745534678727	4.663346549076803	GPAM;ACOX1;PDK4;PCK1;PPARA
Osteoblast Differentiation And Related Diseases WP4787	31/118	0.1301628500015871	0.5798167025095672	0	0	1.2969782320041845	2.6444983051949107	NOTCH4;PIK3CD;PIK3C2G;FZD10;FGF2;PRKCZ;DLL4;WNT6;FGF9;SOX9;MAPK4;WNT4;FZD1;WNT10A;WNT5B;FZD4;WNT3A;FZD7;WNT9B;SMAD9;WNT16;RUNX2;MAPK10;BMP2;SMO;PRKCQ;PPARG;BMPR1B;FGFR4;FGFR3;FGFR2
Melanoma WP4685	19/68	0.1304841493865463	0.5798167025095672	0	0	1.4108799209700171	2.873261925685478	CDKN1A;MAP2K1;CALML5;GADD45A;PTEN;PIK3CD;ETS1;DDB2;PREX2;GRIN2A;CCND1;AKT2;AKT3;KIT;KDR;E2F1;E2F2;SOS1;CALM1
Nanoparticle Mediated Activation Of Receptor Signaling WP2643	9/28	0.13078572237057906	0.5798167025095672	0	0	1.7228379749001015	3.504588397978904	ITGB1;MAPK10;MAP2K1;AKT3;ITGA1;FN1;PIK3CD;SOS1;TLN1
Angiotensin II Receptor Type 1 Pathway WP5036	9/28	0.13078572237057906	0.5798167025095672	0	0	1.7228379749001015	3.504588397978904	ACE2;F12;AGTR1;NOX4;PTPN11;CCN2;IL6ST;AGT;TGFBR2
Chemokine Signaling WP3929	42/165	0.1321687697864194	0.5822285833156964	0	0	1.2432176404122488	2.515869221881749	SHC4;CX3CR1;CXCL9;ROCK2;PIK3CD;CXCR4;ARRB1;CXCR6;ADCY1;CXCL13;CXCL3;PRKCZ;CXCL5;CX3CL1;GNAI1;CXCL16;ADCY5;GNG2;GRK5;PRKACG;AKT2;CCL5;GNG7;CXCR3;AKT3;CCL4;CXCR2;RAC2;CCL3;CCR6;CCL19;CCR2;MAP2K1;CCL22;GNG11;TIAM2;FGR;ELMO1;GNB3;SOS1;PLCB2;CCL28
Hair Follicle Development Organogenesis Part 2 Of 3 WP2839	10/32	0.1335185848957048	0.5822285833156964	0	0	1.653295612886881	3.328934851570554	ITGB1;FZD1;EDAR;CCND1;SMO;MYC;PDGFA;GLI1;RUNX2;FGFR2
Development And Heterogeneity Of The ILC Family WP3893	10/32	0.1335185848957048	0.5822285833156964	0	0	1.653295612886881	3.328934851570554	IL6;BCL11B;IL23A;IL7;GFI1;ZBTB16;IL18;IL12A;HNF1A;TNF
Enterocyte Cholesterol Metabolism WP5333	11/36	0.1351429050839817	0.5829407473352292	0	0	1.6004552845528455	3.203187223536433	ABCA1;IDI1;NSDHL;DGAT1;HMGCS1;NPC1L1;SC5D;MSMO1;CD36;APOB;LDLR
Wnt Signaling In Kidney Disease WP4150	11/36	0.1351429050839817	0.5829407473352292	0	0	1.6004552845528455	3.203187223536433	FZD1;MAPK10;WNT6;WNT10A;WNT5B;FZD4;WNT3A;FZD7;WNT9B;WNT16;WNT4
Glycogen Synthesis And Degradation WP500	12/40	0.13595050688070046	0.5832715295204245	0	0	1.55894848645778	3.1108261741643455	GYS2;GYS1;UGP2;PPP2R1B;GBE1;PPP2R5A;PYGM;PYGL;GYG2;CALM1;HK2;PGM1
Metabolic Pathway Of LDL HDL And TG Including Diseases WP4522	6/17	0.14069157955610628	0.5971908536477277	0	0	1.9835055895380722	3.8900217338153253	ABCA1;CETP;ANXA2;LPL;APOB;LDLR
NRXN1 Deletion Syndrome WP5398	6/17	0.14069157955610628	0.5971908536477277	0	0	1.9835055895380722	3.8900217338153253	GRIA1;NLGN1;GRIN2A;GRIN2B;GRIN1;GRIA4
Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525	19/69	0.14538368842425137	0.6138422400135057	0	0	1.3825738887595997	2.6661263207589596	DMGDH;PCYT1A;CHKB;CHKA;GPX3;BHMT2;SHMT1;AMT;MAT1A;TYMS;DHFR;SLC25A48;GCLC;MTHFD1;CBS;PSAT1;CHDH;PEMT;CDO1
Mammary Gland Development Pathway Involution Stage 4 Of 4 WP2815	4/10	0.15026800532048543	0.6161803489273494	0	0	2.4239332096474953	4.594165151770446	MYC;E2F1;IL6ST;MMP9
SARS CoV 2 And COVID 19 Pathway WP4846	4/10	0.15026800532048543	0.6161803489273494	0	0	2.4239332096474953	4.594165151770446	ACE2;NRP1;TMPRSS2;ACAT1
Lipid Particles Composition WP3601	4/10	0.15026800532048543	0.6161803489273494	0	0	2.4239332096474953	4.594165151770446	CETP;LPL;APOB;LDLR
Leptin And Adiponectin WP3934	4/10	0.15026800532048543	0.6161803489273494	0	0	2.4239332096474953	4.594165151770446	ADIPOQ;LEPR;ADIPOR2;ACACA
Aspirin And miRNAs WP4707	4/10	0.15026800532048543	0.6161803489273494	0	0	2.4239332096474953	4.594165151770446	NOS3;PPARA;PTGS1;PDK1
Proximal Tubule Transport WP4917	16/57	0.1512045172892559	0.6161803489273494	0	0	1.4196710153148042	2.681931661805903	SLC13A3;SLC47A1;SLC3A1;SLC5A1;ATP1B1;SLC6A20;SLC5A2;SLC4A4;AQP1;SLC5A5;SLC9A3;SLC5A8;CA4;ATP6V0A4;ABCG2;ATP6V1B1
Hypothesized Pathways In Pathogenesis Of Cardiovascular Disease WP3668	8/25	0.15262223493519753	0.6161803489273494	0	0	1.7113987656343874	3.217069367380459	FBN3;ANGPT2;AGTR1;CCN2;RUNX2;TGFBR2;FBN1;ENG
S1P Receptor Signal Transduction WP26	8/25	0.15262223493519753	0.6161803489273494	0	0	1.7113987656343874	3.217069367380459	ASAH1;AKT2;SPHK1;AKT3;S1PR1;PLCB2;GNAI1;MAPK4
Kit Receptor Signaling WP304	15/53	0.15288685349325212	0.6161803489273494	0	0	1.4359573660960119	2.6968099996709807	GRB7;MAP2K1;RPS6;MATK;PTPN11;GAB2;CBL;SOCS1;INPP5D;RPS6KA1;KIT;BTK;FYN;PTPN6;SOS1
15Q25 Copy Number Variation WP5408	13/45	0.1555688679479526	0.6192689436875478	0	0	1.4777190332326284	2.7495426927173052	RYR1;RYR2;SH3GL3;NMB;BNC1;HOMER2;EGF;AP3B2;GRM1;ADAMTSL3;FSD2;ALPK3;SLC28A1
Type I Collagen Synthesis Osteogenesis Imperfecta WP4786	10/33	0.15643653759720055	0.6192689436875478	0	0	1.581312223590945	2.9334999940145883	FZD1;ADAMTS2;LOX;SERPINF1;SERPINH1;TNFSF11;TNFRSF11B;PLOD2;TNFRSF11A;TMEM38B
Prostaglandin Signaling WP5088	10/33	0.15643653759720055	0.6192689436875478	0	0	1.581312223590945	2.9334999940145883	PYCARD;CXCL9;IL6;CXCL8;CCL3;IRF7;IL12A;TNF;MMP9;CCR2
miRNA Role In Immune Response In Sepsis WP4329	11/37	0.1567573015349432	0.6192689436875478	0	0	1.538801036362012	2.8514852930883414	IL6;CXCL8;CCL4;CCL3;LCN2;IRF7;IRF5;TNF;TLR4;ELANE;RELB
G Protein Signaling WP35	24/91	0.16160549003116303	0.6352767539156063	0	0	1.303389854084656	2.3755546470884474	GNAZ;PDE1C;PDE1B;AKAP6;ADCY1;PRKCZ;GNG11;GNAI1;ADCY5;AKAP12;GNAO1;GNA14;GNA15;PRKAR2B;PRKACG;GNG7;GNA12;GNB3;PRKCQ;PDE7B;PDE8B;PRKACA;CALM1;PDE7A
Abnormal Ca Handling And Effects On Muscle Contraction In DMD WP5343	5/14	0.16601779610185172	0.6369336600446042	0	0	2.020026289337354	3.6272809944156266	RYR1;SGCA;PLA2G4B;CAPN3;TRDN
Regulation Sister Chromatid Sep At Meta-Anaphase Transition WP4240	5/14	0.16601779610185172	0.6369336600446042	0	0	2.020026289337354	3.6272809944156266	CDC20;ESPL1;BUB1B;BUB1;MAD2L1
Mineralocorticoid Biosynthesis WP5279	5/14	0.16601779610185172	0.6369336600446042	0	0	2.020026289337354	3.6272809944156266	HSD11B2;AKR1C1;AKR1C3;AKR1C2;UGT2B7
Glucocorticoid Biosynthesis WP5280	5/14	0.16601779610185172	0.6369336600446042	0	0	2.020026289337354	3.6272809944156266	HSD11B2;AKR1C1;AKR1C3;AKR1C2;CYP3A4
Osteoblast Signaling WP322	5/14	0.16601779610185172	0.6369336600446042	0	0	2.020026289337354	3.6272809944156266	BGLAP;ITGB3;PDGFB;TNFSF11;TNFRSF11B
15Q11Q13 Copy Number Variation WP5407	16/58	0.16916390793991432	0.6458985575887638	0	0	1.38578073089701	2.4623759936970147	RIC3;CXADR;STXBP1;CGN;TRPM1;TJP1;KAT2B;OCLN;FANCD2;CCL5;SERPINH1;MYZAP;CALM1;APBA2;TJP3;TJP2
MYD88 Distinct Input Output Pathway WP3877	6/18	0.17449536136097188	0.6575824308738456	0	0	1.8180974477958236	3.1741383743637703	TIFA;TLR10;TLR6;TLR5;TLR4;TLR2
Familial Hyperlipidemia Type 1 WP5108	6/18	0.17449536136097188	0.6575824308738456	0	0	1.8180974477958236	3.1741383743637703	CETP;ANGPTL8;LPL;LDLR;LMF1;GPIHBP1
Hfe Effect On Hepcidin Production WP3924	3/7	0.17621722080638957	0.6575824308738456	0	0	2.7266403895200555	4.733550880900224	ID1;HAMP;BMP6
Glial Cell Differentiation WP2276	3/7	0.17621722080638957	0.6575824308738456	0	0	2.7266403895200555	4.733550880900224	GAP43;PLP1;MSN
Aryl Hydrocarbon Receptor Pathway WP2586	13/46	0.17634416066040473	0.6575824308738456	0	0	1.432848118648723	2.4864467519471094	RET;NQO1;CDKN1A;MAP2K1;LPL;TNF;GCLC;PSRC1;MYC;NRIP1;E2F1;AHRR;CD36
Progeria Associated Lipodystrophy WP5103	7/22	0.17897991795392337	0.6612313635519947	0	0	1.6969598514736597	2.9195883185698803	KCNJ6;ICMT;POLD1;RECQL;FFAR3;PPARG;FBN1
Familial Hyperlipidemia Type 4 WP5111	7/22	0.17897991795392337	0.6612313635519947	0	0	1.6969598514736597	2.9195883185698803	CETP;DGAT2;LPL;ACSS1;LDLR;LMF1;GPIHBP1
Nuclear Receptors WP170	11/38	0.17998957122520728	0.6618971328926977	0	0	1.4817137695186475	2.540926292335331	NR5A1;AR;NR5A2;ESRRB;RORC;PPARG;NR2E1;NR2F2;PPARA;RXRG;ESR2
AMP Activated Protein Kinase Signaling WP1403	18/67	0.18129057185937633	0.6634851376088476	0	0	1.3363120958015593	2.2819589168776826	CDKN1A;PFKFB3;STRADB;ADIPOQ;PIK3CD;SLC2A4;ADRA1B;ADRA1A;ADIPOR2;ACACB;ACACA;GYS2;GYS1;LIPE;AKT2;PRKACG;FASN;LEPR
Metapathway Biotransformation Phase I And II WP702	45/183	0.1820842670881424	0.6634851376088476	0	0	1.186922928140238	2.0216688422907567	HS3ST3A1;NNMT;GAL3ST1;MGST3;MGST1;GSTT2;GLYAT;CYP46A1;CYP3A4;CYP2C18;CYP19A1;HS6ST3;SULT1C3;SULT1C2;CYP26B1;CYP4X1;CYP2D6;GSTT2B;GAL3ST4;CHST8;HS3ST3B1;CHST9;GSTO2;GPX3;AKR1C1;EPHX1;AKR1C3;CYP4B1;AKR1C2;KCNAB1;FMO2;FMO3;KCNAB3;HS3ST4;INMT;CYP39A1;SULT1B1;CYP24A1;CYP2S1;GSTA2;GSTA1;CHST1;CYP2E1;NAT8L;UGT2B7
EGFR Tyrosine Kinase Inhibitor Resistance WP4806	22/84	0.18357587449807303	0.6658797629521013	0	0	1.2909385939871088	2.1883051396185422	SHC4;MAP2K1;EGF;HGF;RPS6;PTEN;PDGFB;PIK3CD;TGFA;PDGFA;IGF1;FGF2;IL6;MRAS;CCND1;MYC;AKT2;AKT3;KDR;SOS1;FGFR3;FGFR2
Non Small Cell Lung Cancer WP4255	19/72	0.19543652636333123	0.7056938825246077	0	0	1.3040647050816498	2.1289112241083172	ALK;CDKN1A;MAP2K1;CRABP2;GADD45A;EGF;CRABP1;PIK3CD;TGFA;DDB2;CCND1;AKT2;AKT3;E2F1;E2F2;CYCS;SOS1;RXRG;PDK1
Transcriptional Activation By NRF2 In Response To Phytochemicals WP3	5/15	0.20722626513313233	0.7317317724394152	0	0	1.817907678032939	2.861284908580689	NQO1;GCLC;GSTA2;HMOX1;EPHB2
Glycine Metabolism Including IMDs WP5028	5/15	0.20722626513313233	0.7317317724394152	0	0	1.817907678032939	2.861284908580689	GCSH;GLDC;SHMT1;AMT;DLD
Cholesterol Biosynthesis Pathway WP197	5/15	0.20722626513313233	0.7317317724394152	0	0	1.817907678032939	2.861284908580689	IDI1;NSDHL;HMGCS1;SC5D;MSMO1
Familial Hyperlipidemia Type 5 WP5112	5/15	0.20722626513313233	0.7317317724394152	0	0	1.817907678032939	2.861284908580689	CETP;LPL;LDLR;LMF1;GPIHBP1
Photodynamic Therapy Induced NF kB Survival Signaling WP3617	10/35	0.20751776963992183	0.7317317724394152	0	0	1.4546214584300976	2.287447964342355	IL6;CXCL8;CD40LG;CCND1;MMP3;TNF;CXCL2;MMP9;RELB;BIRC3
Development Of Ureteric Derived Collecting System WP5053	16/60	0.20814926358865574	0.7317317724394152	0	0	1.3226215644820296	2.0758543381140466	ROBO2;RET;ITGB1;TGFB2;EYA1;GREB1L;GLI1;BMP7;GRIP1;BMP2;SALL1;VANGL2;CCND1;SMO;FREM1;FGFR2
TP53 Network WP1742	6/19	0.21120499104497512	0.7364170551543441	0	0	1.6781367124754596	2.609378566191543	CDKN1A;GADD45A;MYC;BBC3;TP73;BOK
FGF23 Signaling In Hypophosphatemic Rickets Related Disorders WP4790	7/23	0.2122505296810766	0.7364170551543441	0	0	1.5907983290786725	2.465718254061876	KL;CDKN1A;CYP24A1;GALNT3;CCND1;FGFR3;FGFR2
Roles Of Ceramides In Development Of Insulin Resistance WP5181	7/23	0.2122505296810766	0.7364170551543441	0	0	1.5907983290786725	2.465718254061876	ERN1;SMPD3;ACSL1;SLC2A4;CD36;PRKCZ;TNF
Folate Metabolism WP176	18/69	0.21870930750198064	0.7555412440977514	0	0	1.2837434648126351	1.9513052068532726	ABCA1;GPX3;SHMT1;SAA4;HBB;IZUMO1R;MAT1A;TNF;MPO;DHFR;IL6;MTHFD1;CBS;CAT;APOB;LDLR;FOLR1;SLC19A1
Microtubule Cytoskeleton Regulation WP2038	13/48	0.22161123464009186	0.7589947006128468	0	0	1.3507984462667242	2.035424470494824	NTRK1;WNT3A;NTRK3;PTEN;TESK2;AURKB;CFL2;MAP1B;TAOK1;EPHB2;PRKACA;PHLDB2;MARK1
Omega 6 Fatty Acids In Senescence WP5424	13/48	0.22161123464009186	0.7589947006128468	0	0	1.3507984462667242	2.035424470494824	CDKN1A;HPGD;ELOVL5;AKR1C3;PLA2G4A;LTC4S;PTGS1;FADS2;CYSLTR1;ALDH1A1;ALOXE3;FADS1;DECR1
Ferroptosis WP4313	17/65	0.2237949111247112	0.76319803024581	0	0	1.2881484066061875	1.9283906541860658	ACSL1;AKR1C1;SLC11A2;ACSL6;AKR1C3;AKR1C2;ACSL4;SAT1;CP;DPP4;GCLC;TF;MAP1LC3C;AIFM2;CBS;HMOX1;NOX4
Modulators Of TCR Signaling And T Cell Activation WP5072	16/61	0.22904906384682086	0.7683366221074105	0	0	1.2931472868217053	1.9058651003042826	MAP4K1;RHOH;CD3G;CD3E;CD3D;ZAP70;SOCS1;CD8A;LCK;CD5;GRAP2;PRKCQ;PTPN6;UBASH3A;CARD11;LAT
Network Map Of SARS CoV 2 Signaling WP5115	60/254	0.2338444879582065	0.7683366221074105	0	0	1.1256394853112162	1.635665572117635	CXCL9;CXCL8;HP;HBB;CD3G;CD3E;CXCL13;CXCL3;FGF2;TNF;CXCL2;CXCL5;CXCL16;IL12A;CCR6;LBP;CCR5;JUNB;IGFBP3;RPS6;IL18;TGFBR2;ACE2;ZAP70;IFI27;CD8B;CD8A;LCK;OAS2;PRKCQ;CD226;TRIM59;SKAP1;CARD11;ITIH4;CFI;RTN4;CCNB2;CXCR1;CCL5;CXCR2;CCL4;CCL3;FYN;CD14;NPTX1;NTRK1;HSPA8;CCL22;FN1;AGT;SELP;CD2;TF;IL6;IGLL1;IL7;COL7A1;PTPN6;ATP13A3
Sudden Infant Death Syndrome SIDS Susceptibility Pathways WP706	38/157	0.2376063422843535	0.7683366221074105	0	0	1.161836403565634	1.669721567549356	RET;SNAP25;RYR2;CXCL8;MAOA;SLC1A3;AQP4;GATA2;FOXM1;TNF;HDAC9;SLC6A4;C4B;PRKAR2B;ACADM;PRKACA;SPTBN1;YWHAG;KCNH2;KCNJ8;BDNF;SSTR1;FMO3;POU2F2;NGF;SSTR2;RUNX3;ESR2;GRIN1;SLC9A3;AR;IL6;TF;PLP1;GNB3;SCN4B;CC2D1A;TP73
Intestinal Microbiome On Anticoag Response Of Vit K Antagonists WP5273	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	NPC1L1;CD36;PPARA
Glucose Metabolism In Triple Negative Breast Cancer Cells WP5211	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	LDHA;SLC16A1;PDK1
Insulin Signaling In Adipocytes Diabetic Condition WP3635	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	AKT2;RPS6;SLC2A4
Insulin Signaling In Adipocytes Normal Condition WP3634	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	AKT2;RPS6;SLC2A4
Non Classical Role Of Vitamin D WP5133	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	ACE2;AGTR1;AGT
FTO Obesity Variant Mechanism WP3407	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	IRX5;IRX3;PRDM16
Effects Of Nitric Oxide WP1995	3/8	0.23881175218142356	0.7683366221074105	0	0	2.1811731973104567	3.1236138257374146	NOS3;MB;AOX1
Interactions Immune Cells And miRNAs In Tumor Microenvironment WP4559	8/28	0.24391433484104313	0.7683366221074105	0	0	1.454410399257196	2.0520831937727224	TGFB2;SOCS1;CCL5;CTLA4;PDCD1;IL2RG;TLR4;TGFBR2
Eicosanoid Metabolism Via Lipooxygenases LOX WP4721	8/28	0.24391433484104313	0.7683366221074105	0	0	1.454410399257196	2.0520831937727224	CYSLTR1;CYSLTR2;HPGD;ACOX1;EHHADH;LTC4S;PPARA;LTB4R
TLR4 Signaling And Tolerance WP3851	8/28	0.24391433484104313	0.7683366221074105	0	0	1.454410399257196	2.0520831937727224	IL6;CXCL8;INPP5D;IRF7;IRAK3;TNF;IKBKE;TLR4
Dravet Syndrome WP5200	8/28	0.24391433484104313	0.7683366221074105	0	0	1.454410399257196	2.0520831937727224	STXBP1;SCN8A;PCDH19;CALM1;SCN2A;FGF13;TNF;SCN4B
Hepatitis C And Hepatocellular Carcinoma WP3646	13/49	0.245894842745435	0.7683366221074105	0	0	1.3131923464249748	1.8422135942127795	CDKN1A;CXCL8;FASLG;PTPN11;HNF1A;IL6;CCND1;COL4A2;CXCR1;MYC;E2F2;SOS1;BIRC3
Leucine Isoleucine And Valine Metabolism WP4686	7/24	0.24755446016623547	0.7683366221074105	0	0	1.4971263975536837	2.0901751128586628	ALDH6A1;ECHS1;PCCA;MCCC1;PCCB;DLD;ACAT1
MTHFR Deficiency WP4288	7/24	0.24755446016623547	0.7683366221074105	0	0	1.4971263975536837	2.0901751128586628	GRIN2A;PCYT1A;CHKA;CHDH;PEMT;CYCS;GRIN1
Resolvin E1 And Resolvin D1 Signaling Decrease Inflammation WP5191	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	PIK3CD;EPHB2;LTB4R;PDK1
Complement Mediated Inflam Of Pulmonary Alveolus In COV19 WP5148	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	ACE2;COLEC11;C6;MASP2
Bone Morphogenic Protein Signaling And Regulation WP1425	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	BMP2;NOG;BMPR1B;RUNX2
Biomarkers For Urea Cycle Disorders WP4583	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	GLS2;NAGS;ASS1;OTC
TGFB Smad Signaling WP5382	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	SPARC;CCN2;YWHAG;TGFBR2
Irinotecan Pathway WP229	4/12	0.2489208320994016	0.7683366221074105	0	0	1.8177179962894248	2.527755684276373	BCHE;CYP3A4;CES1;ABCG2
15Q13 3 Copy Number Variation Syndrome WP4942	6/20	0.25027874412002876	0.7683366221074105	0	0	1.5581703679151475	2.1583464392106233	TRPM1;KAT2B;FANCD2;CCL5;SERPINH1;FYN
Sulfation Biotransformation Reaction WP692	5/16	0.25129806813287486	0.7683366221074105	0	0	1.6525379051475084	2.282345751419337	SULT1C3;SULT1C2;SULT1B1;G6PD;PAPSS2
Cysteine And Methionine Catabolism WP4504	5/16	0.25129806813287486	0.7683366221074105	0	0	1.6525379051475084	2.282345751419337	GCLC;CBS;MAT1A;SUOX;CDO1
Galanin Receptor Pathway WP4970	5/16	0.25129806813287486	0.7683366221074105	0	0	1.6525379051475084	2.282345751419337	CDKN1A;IL6;ADIPOQ;PPARG;SLC2A4
T Cell Receptor Signaling WP69	19/75	0.2526849038432378	0.7696280659042127	0	0	1.2339672196549087	1.6974601221376526	MAP4K1;MAP2K1;CD3G;PTPN11;GAB2;CD3E;CBL;CD3D;ZAP70;CD8A;LCK;GRAP2;PRKCQ;FYN;SOS1;ICOS;CARD11;SKAP1;LAT
Cell Lineage Map For Neuronal Differentiation WP5417	32/132	0.25736848379929494	0.7809127379157315	0	0	1.1640709617180205	1.5799311592454461	ITGB1;SNAP25;ALDH1L1;NLGN1;TWIST2;SLC1A3;TWIST1;AQP4;LIN7A;SLC6A4;SOX17;SLC17A7;SOX9;GLUL;CD34;KCNJ6;GABBR1;UNC13A;HOMER2;ESRRB;ADRA2C;KLF4;S100B;SOX10;GRIN2B;ADRA2B;ADRA2A;GRIN1;CLDN11;KRT15;PECAM1;MIXL1
lncRNA In Canonical Wnt Signaling And Colorectal Cancer WP4258	23/93	0.2647834295387395	0.8003680938330081	0	0	1.19504176233736	1.5880229213978838	FZD1;WNT10A;WNT5B;WNT3A;SERPINF1;FZD7;FZD10;WNT16;DKK1;DKK2;NKD1;DKK4;FOSL1;WNT6;SFRP1;SOX17;CCND1;WIF1;MYC;NOTUM;CER1;WNT4;EZH2
1P36 Copy Number Variation Syndrome WP5345	25/102	0.26936665630354445	0.8111494027555792	0	0	1.1808920513185253	1.548954603074794	PERM1;KLHL17;GRIK2;PRKCZ;TNFRSF14;CCNL2;PLEKHN1;TAS1R3;HES4;HSPA8;TNFRSF18;MIB2;ATAD3B;ATAD3C;RNF223;MORN1;C1ORF159;SCNN1D;TNFSF4;PEX5;FNDC10;ANKRD65;PLCH2;AGRN;MCM2
Oxidation By Cytochrome P450 WP43	16/63	0.27327830792731506	0.816764380996245	0	0	1.2379614052449281	1.6059634578194397	CYB5B;CYB5A;CYP4B1;CYP46A1;CYP3A4;CYP19A1;CYP2C18;CYP39A1;CYB5R2;CYP26B1;CYB5R3;CYP4X1;CYP24A1;CYP2D6;CYP2S1;CYP2E1
Endometrial Cancer WP4155	16/63	0.27327830792731506	0.816764380996245	0	0	1.2379614052449281	1.6059634578194397	CDKN1A;MAP2K1;GADD45A;EGF;PTEN;PIK3CD;FGF2;DDB2;CCND1;MYC;AKT2;AKT3;CTNNA3;SOS1;FGFR3;FGFR2
Cannabinoid Receptor Signaling WP3869	8/29	0.2777149276780762	0.8250505447744695	0	0	1.385064332139541	1.7744892017914404	MAPK10;DAGLA;CNR1;PRKAR2B;PRKACG;ADCY1;CYP3A4;PRKACA
