Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Estrogen-stimulated Signaling Through PRKCZ	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	PRKCZ
MET Activates PI3K AKT Signaling	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	HGF
NADE Modulates Death Signalling	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	NGF
Negative Feedback Regulation of MAPK Pathway	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	MAP2K1
Phenylalanine Metabolism	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	QDPR
Phosphorylation of Emi1	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	CDC20
Pre-NOTCH Processing in the Endoplasmic Reticulum	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	NOTCH4
RUNX1 Regulates Estrogen Receptor Mediated Transcription	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	GPAM
RUNX1 Regulates Transcription of Genes Involved in BCR Signaling	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	BLK
SLC15A4 TASL-dependent IRF5 Activation	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	IRF5
SMAD2 3 Phosphorylation Motif Mutants in Cancer	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	TGFBR2
Sensing of DNA Double Strand Breaks	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	KPNA2
Sensory Perception of Salty Taste	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	SCNN1D
Sulfide Oxidation to Sulfate	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	SUOX
TGFBR1 KD Mutants in Cancer	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	TGFBR2
Vasopressin-like Receptors	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	AVPR1A
p75NTR Negatively Regulates Cell Cycle via SC1	1/6	0.7674732457951902	0.9999963891873126	0	0	0.726720741599073	0.19232784991363208	NGF
Adipogenesis	21/110	0.7712154470355168	0.9999963891873126	0	0	0.8567448431021177	0.22257160608216034	CEBPA;ADIPOQ;EBF1;CIDEA;EBF2;LPL;NR2F2;SLC2A4;MED16;KLF4;TNF;COX7A1;BMP7;FABP4;KLF5;PRDM16;PPARG;CD36;PLIN1;PCK1;PPARA
MyD88-independent TLR4 Cascade	21/110	0.7712154470355168	0.9999963891873126	0	0	0.8567448431021177	0.22257160608216034	DUSP4;MAP2K1;PTPN11;NOD2;S100B;AGER;USP18;MAPK10;RPS6KA5;PPP2R1B;RPS6KA2;RPS6KA1;TIFA;IRF7;S100A12;CD14;RPS27A;IKBKE;TLR4;OPTN;BIRC3
TRIF (TICAM1)-mediated TLR4 Signaling	21/110	0.7712154470355168	0.9999963891873126	0	0	0.8567448431021177	0.22257160608216034	DUSP4;MAP2K1;PTPN11;NOD2;S100B;AGER;USP18;MAPK10;RPS6KA5;PPP2R1B;RPS6KA2;RPS6KA1;TIFA;IRF7;S100A12;CD14;RPS27A;IKBKE;TLR4;OPTN;BIRC3
Citric Acid Cycle (TCA Cycle)	6/34	0.7730920641884624	0.9999963891873126	0	0	0.778389128273119	0.20032399801532813	CS;NNT;OGDH;ACO2;DLD;ACAT1
The Phototransduction Cascade	6/34	0.7730920641884624	0.9999963891873126	0	0	0.778389128273119	0.20032399801532813	CNGA1;NMT2;PDE6B;PRKCQ;CALM1;RGS9
Clathrin-mediated Endocytosis	28/145	0.7764254008067515	0.9999963891873126	0	0	0.8688050133945656	0.21985520252520635	SH3GL3;SH3KBP1;ITSN1;STON1;TGFA;ARRB1;CD3G;ADRB2;CBL;CD3D;GRK3;FCHO1;PACSIN3;APOB;RPS27A;LDLR;SH3GL2;HSPA8;FZD4;EGF;SYNJ2;SYT8;TF;SYT11;AGTR1;IL7R;PICALM;VAMP3
Intrinsic Pathway for Apoptosis	10/55	0.7778062433571602	0.9999963891873126	0	0	0.8070908809413222	0.20280404545703973	AKT2;CARD8;AKT3;E2F1;CYCS;BMF;SFN;YWHAG;BBC3;TP73
Signaling by Non-Receptor Tyrosine Kinases	10/55	0.7778062433571602	0.9999963891873126	0	0	0.8070908809413222	0.20280404545703973	KHDRBS3;SRMS;CCND1;NRG3;EGF;ELMO1;STAP2;PTK6;CBL;RPS27A
Signaling by PTK6	10/55	0.7778062433571602	0.9999963891873126	0	0	0.8070908809413222	0.20280404545703973	KHDRBS3;SRMS;CCND1;NRG3;EGF;ELMO1;STAP2;PTK6;CBL;RPS27A
ABC Transporters in Lipid Homeostasis	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	ABCD2;PEX19;ABCD1
Activation of SMO	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	SMO;DHH;ARRB1
Caspase Activation via Death Receptors in the Presence of Ligand	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	FASLG;CD14;TLR4
Formation of Definitive Endoderm	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	SOX17;CXCR4;MIXL1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	GADD45A;SFN;ZNF385A
Zygotic Genome Activation (ZGA)	3/18	0.7794742758082758	0.9999963891873126	0	0	0.7265940180848597	0.18102043077837207	TEAD4;DPPA4;TPRXL
Downstream Signal Transduction	5/29	0.7814638196587298	0.9999963891873126	0	0	0.7567849686847599	0.18661290084075038	GRB7;PDGFB;PDGFA;PTPN11;SOS1
G1 S-Specific Transcription	5/29	0.7814638196587298	0.9999963891873126	0	0	0.7567849686847599	0.18661290084075038	DHFR;CDT1;CDC45;E2F1;TYMS
The Role of Nef in HIV-1 Replication and Disease Pathogenesis	5/29	0.7814638196587298	0.9999963891873126	0	0	0.7567849686847599	0.18661290084075038	CD8B;LCK;AP1S2;ELMO1;FYN
Cell Death Signalling via NRAGE, NRIF and NADE	14/76	0.7884852743763809	0.9999963891873126	0	0	0.8199787045785156	0.19486100888242736	ARHGEF35;ARHGEF15;ARHGEF37;RASGRF2;MCF2;ITSN1;ARHGEF19;NGF;KALRN;TIAM2;OBSCN;SOS1;RPS27A;NGEF
RHOU GTPase Cycle	7/40	0.790405108908183	0.9999963891873126	0	0	0.7704592923901348	0.18121947504070113	ARHGAP31;DEPDC1B;PEAK1;WDR6;PAK3;SPTBN1;PAK4
CD28 Dependent PI3K Akt Signaling	4/24	0.7933569805070261	0.9999963891873126	0	0	0.726530612244898	0.16817875487328313	LCK;AKT2;AKT3;FYN
Growth Hormone Receptor Signaling	4/24	0.7933569805070261	0.9999963891873126	0	0	0.726530612244898	0.16817875487328313	GHR;SOCS1;PTPN6;PRL
Incretin Synthesis, Secretion, and Inactivation	4/24	0.7933569805070261	0.9999963891873126	0	0	0.726530612244898	0.16817875487328313	DPP4;GNAT3;GNB3;SEC11C
RUNX2 Regulates Osteoblast Differentiation	4/24	0.7933569805070261	0.9999963891873126	0	0	0.726530612244898	0.16817875487328313	AR;BGLAP;SATB2;RUNX2
Sema4D in Semaphorin Signaling	4/24	0.7933569805070261	0.9999963891873126	0	0	0.726530612244898	0.16817875487328313	SEMA4D;ROCK2;PLXNB1;RHOB
Gamma Carboxylation, Hypusinylation, Hydroxylation, and Arylsulfatase Activation	11/61	0.794189100375817	0.9999963891873126	0	0	0.7989500580720093	0.1841050055400008	F8;STS;ICMT;ASPH;BGLAP;RPL27A;RPS6;EIF5A2;DPH3;RPL8;ARSB
CD28 Co-Stimulation	6/35	0.797486952082735	0.9999963891873126	0	0	0.7515001200096008	0.17005681597649494	LCK;AKT2;GRAP2;AKT3;FYN;PAK3
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	9/51	0.8010094388104512	0.9999963891873126	0	0	0.7782347673222992	0.17267671327120565	MC1R;WNT3A;AKT3;RPS6KA1;ZIC1;KIT;ID1;SOX9;SOX10
Nuclear Events Mediated by NFE2L2	16/87	0.8019769055088067	0.9999963891873126	0	0	0.8182377988863413	0.18056500892135854	NQO1;G6PD;EGF;IDH1;TALDO1;PDGFA;PGD;GCLC;MYC;GSTA1;ME1;PSMD1;HMOX1;TKT;RPS27A;ABCG2
Interleukin-12 Signaling	8/46	0.8058216720761683	0.9999963891873126	0	0	0.7645995210868397	0.1650715402643592	SERPINB2;ANXA2;GSTA2;RPLP0;MSN;TALDO1;IL12A;IL12RB1
Chk1 Chk2(Cds1) Mediated Inactivation of Cyclin B Cdk1 Complex	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	SFN;YWHAG
Cytochrome C-Mediated Apoptotic Response	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	CARD8;CYCS
Cytosolic Iron-Sulfur Cluster Assembly	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	RTEL1;POLD1
Dissolution of Fibrin Clot	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	SERPINB2;ANXA2
ERKs Are Inactivated	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	DUSP4;PPP2R1B
Hormone Ligand-Binding Receptors	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	LHCGR;GNRH1
Inhibition of Replication Initiation of Damaged DNA by RB1 E2F1	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	PPP2R1B;E2F1
NF-kB Is Activated and Signals Survival	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	NGF;RPS27A
Purine Salvage	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	AMPD1;ADA
Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	DPP4;SEC11C
TRAF6 Mediated IRF7 Activation in TLR7 8 or 9 Signaling	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	IRF7;RPS27A
The Activation of Arylsulfatases	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	STS;ARSB
Ubiquinol Biosynthesis	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	HPDL;COQ8A
p75NTR Recruits Signalling Complexes	2/13	0.805927293305404	0.9999963891873126	0	0	0.6605554853120917	0.14252260574016384	NGF;RPS27A
Regulation of CDH11 Expression and Function	5/30	0.806975633547557	0.9999963891873126	0	0	0.7264671769890977	0.15579946207738318	HEYL;ZEB2;FOXF1;HOXC8;CDH8
SUMOylation of Intracellular Receptors	5/30	0.806975633547557	0.9999963891873126	0	0	0.7264671769890977	0.15579946207738318	NR5A1;AR;NR5A2;PPARG;PPARA
RHO GTPase Cycle	90/450	0.8104952873008502	0.9999963891873126	0	0	0.9065309985802177	0.1904710036375499	ARHGAP9;ITGB1;DOCK6;RTKN;RASGRF2;ITSN1;STMN2;OSBPL11;ARHGAP4;LRRC1;PREX2;AKAP12;STK10;DOCK11;ARHGAP42;ARHGAP40;TAGAP;RAC2;WDR6;PLEKHG4;PLEKHG1;ARHGEF15;STARD8;PLEKHG6;ARHGEF19;RHOH;ARAP3;CYBA;RHOB;TIAM2;ALDH3A2;ZAP70;DEPDC1B;OBSCN;GFOD1;LCK;PEAK1;RHOV;SOS1;NGEF;RHOQ;VAMP3;GRB7;TMEM87A;GARRE1;ROCK2;NOXO1;IQGAP3;KALRN;RHOBTB1;ARHGAP21;FGD5;ARHGAP20;SH3BP1;CHN2;PLEKHG4B;NHS;RHPN1;SLITRK5;PAK6;STOM;RHPN2;PAK3;WASF3;SPTBN1;PAK5;FAM83B;PAK4;MCAM;MCF2;CAV1;ARHGAP29;ARHGAP28;CDC42BPA;DEF6;ARHGAP24;ARHGAP33;ARHGAP31;DIAPH2;VANGL2;ACTC1;UBXN11;DLC1;NOXA1;FILIP1;PLXNB1;VIM;FERMT2;TJP2;PICALM
Glycosphingolipid Biosynthesis	3/19	0.8109345524368925	0.9999963891873126	0	0	0.6811384187340598	0.1427447670641898	UGT8;GAL3ST1;B4GALT6
Nicotinamide Salvaging	3/19	0.8109345524368925	0.9999963891873126	0	0	0.6811384187340598	0.1427447670641898	PARP10;SLC5A8;NNMT
Phase 4 - Resting Membrane Potential	3/19	0.8109345524368925	0.9999963891873126	0	0	0.6811384187340598	0.1427447670641898	KCNK5;KCNK15;KCNK17
SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways	3/19	0.8109345524368925	0.9999963891873126	0	0	0.6811384187340598	0.1427447670641898	CAV1;SFN;YWHAG
Kinesins	11/62	0.8117947648410445	0.9999963891873126	0	0	0.7832342693174831	0.16331039440509104	TUBB6;KLC3;KIF18A;KIF19;KIFC2;TUBAL3;KIFC1;KIF5B;KIF26B;KIF12;KIF22
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	NEIL1
Activation of C3 and C5	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	C4B
Aryl Hydrocarbon Receptor Signalling	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	AHRR
CDH11 Homotypic and Heterotypic Interactions	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	CDH8
Cation-coupled Chloride Cotransporters	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	SLC12A2
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1 M1580 K2555) Translocation Mutant	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	DLL4
DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	IRF7
Defective Binding of VWF Variant to GPIb IX V	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	VWF
Digestion of Dietary Lipid	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	PNLIPRP3
Enhanced Binding of GP1BA Variant to VWF Multimer Collagen	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	VWF
Fructose Metabolism	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	ALDH1A1
Interleukin-36 Pathway	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	IL1RL2
Loss of Function of SMAD2 3 in Cancer	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	TGFBR2
Loss of Function of TGFBR1 in Cancer	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	TGFBR2
PTK6 Promotes HIF1A Stabilization	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	PTK6
Phase 1 - Inactivation of Fast Na+ Channels	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	KCNIP2
RHOT2 GTPase Cycle	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	TRAK2
RUNX1 Regulates Transcription of Genes Involved in Differentiation of Myeloid Cells	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	RUNX2
Release of Apoptotic Factors From the Mitochondria	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	CYCS
Respiratory Syncytial Virus Genome Transcription	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	HSPA8
SMAC (DIABLO) Binds to IAPs	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	CYCS
SMAC(DIABLO)-mediated Dissociation of IAP Caspase Complexes	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	CYCS
SOS-mediated Signalling	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	SOS1
SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	UBA2
Scavenging by Class F Receptors	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	APOB
Signaling by MAPK Mutants	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	DUSP10
Signaling by NOTCH1 t(7;9)(NOTCH1 M1580 K2555) Translocation Mutant	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	DLL4
Synthesis of 12-Eicosatetraenoic Acid Derivatives	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	ALOXE3
The Retinoid Cycle in Cones (Daylight Vision)	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	DHRS3
Wax and Plasmalogen Biosynthesis	1/7	0.8176672945629727	0.9999963891873126	0	0	0.6055619930475087	0.12189948112828354	FAR2
Detoxification of Reactive Oxygen Species	6/36	0.8198036155392783	0.9999963891873126	0	0	0.7264037122969838	0.14432948821539826	GPX3;CAT;CYCS;NOX4;CYBA;PRDX6
Insulin Processing	4/25	0.8199933043690547	0.9999963891873126	0	0	0.691889742910151	0.13731181855597208	PCSK2;KIF5B;MYRIP;EXOC5
Regulation of IFNA IFNB Signaling	4/25	0.8199933043690547	0.9999963891873126	0	0	0.691889742910151	0.13731181855597208	SOCS1;PTPN11;PTPN6;USP18
RAC3 GTPase Cycle	17/94	0.8288181308545426	0.9999963891873126	0	0	0.8015122816239355	0.15048756307618624	ITGB1;GARRE1;CAV1;MCAM;MCF2;ARAP3;NOXO1;CYBA;ARHGAP21;ARHGAP42;DEPDC1B;NOXA1;NHS;SLITRK5;FERMT2;VAMP3;PAK4
Disassembly of the Destruction Complex and Recruitment of AXIN to the Membrane	5/31	0.8300577210405213	0.9999963891873126	0	0	0.6984815231161786	0.1300991944701987	FZD1;PPP2R1B;WNT3A;CAV1;PPP2R5A
FGFR1 Mutant Receptor Activation	5/31	0.8300577210405213	0.9999963891873126	0	0	0.6984815231161786	0.1300991944701987	FGF17;FGF9;FGF20;GAB2;FGF2
FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes	5/31	0.8300577210405213	0.9999963891873126	0	0	0.6984815231161786	0.1300991944701987	CAT;FOXO6;PCK1;FOXO1;PLXNA4
Nicotinate Metabolism	5/31	0.8300577210405213	0.9999963891873126	0	0	0.6984815231161786	0.1300991944701987	PARP10;BST1;SLC5A8;NNMT;NMNAT2
RHOF GTPase Cycle	7/42	0.831723686145414	0.9999963891873126	0	0	0.7263402181480622	0.1338318178531342	AKAP12;ARHGAP21;DEPDC1B;DIAPH2;CAV1;MCAM;VAMP3
Transcriptional Regulation of Granulopoiesis	10/58	0.8321993795466947	0.9999963891873126	0	0	0.7565025545750116	0.13895683120815347	CEBPA;CDKN1A;KLF5;TAL1;GFI1;MYC;H2BC4;E2F1;GATA2;FLI1
Neutrophil Degranulation	95/478	0.8347981646793016	0.9999963891873126	0	0	0.8991440905629753	0.16235422452102793	ARHGAP9;CDA;GPI;PIGR;SNAP25;ORM1;CALML5;ITGB2;HP;HBB;PYGL;TCIRG1;ITGAL;SLC2A5;ABCA13;ORM2;MPO;PYCARD;STK10;HEBP2;ANPEP;CLEC5A;ITGAX;TBC1D10C;PSMD1;OLR1;ENPP4;CD36;PRSS3;PGM1;CD53;HLA-H;ANXA2;DGAT1;MME;CD93;CD300A;RNASET2;NME2;ANO6;CYBA;ATAD3B;MMP9;UNC13D;CHIT1;FGR;ACLY;CEACAM1;RAB31;SLPI;CEACAM6;CAT;PECAM1;PADI2;ADAM8;ALDOC;DSC1;SLC27A2;S100A8;TLR2;CSTB;ASAH1;CLEC12A;MGST1;A1BG;GPR84;GNS;SDCBP;CRACR2A;SYNGR1;CYB5R3;CXCR1;CXCR2;S100A12;STOM;CD14;ELANE;ARSB;LAIR1;HSPA8;ATP8B4;MGAM;IDH1;PRG2;NBEAL2;PRDX6;BST1;PTPRB;FABP5;SELL;SLCO4C1;LCN2;PTPN6;CYSTM1;S100P
RHOC GTPase Cycle	13/74	0.8369522038275115	0.9999963891873126	0	0	0.7737605863998811	0.13772034242334977	RTKN;ROCK2;CAV1;MCAM;MCF2;IQGAP3;STK10;ARHGAP21;DEPDC1B;DLC1;STOM;VAMP3;TJP2
Maturation of TCA Enzymes and Regulation of TCA Cycle	3/20	0.8385062435463632	0.9999963891873126	0	0	0.6410305369539423	0.1129067928849491	CS;ACO2;ACAT1
Signaling by PDGFR in Disease	3/20	0.8385062435463632	0.9999963891873126	0	0	0.6410305369539423	0.1129067928849491	KDR;SOS1;ETV6
Signalling to RAS	3/20	0.8385062435463632	0.9999963891873126	0	0	0.6410305369539423	0.1129067928849491	NTRK1;NGF;SOS1
APC Truncation Mutants Have Impaired AXIN Binding	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
AXIN Missense Mutants Destabilize the Destruction Complex	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
Methylation	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	NNMT;MAT1A
Mismatch Repair (MMR) Directed by MSH2 MSH3 (MutSbeta)	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	LIG1;POLD1
Mismatch Repair (MMR) Directed by MSH2 MSH6 (MutSalpha)	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	LIG1;POLD1
PTK6 Regulates RHO GTPases, RAS GTPase and MAP Kinases	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	ELMO1;PTK6
SHC1 Events in ERBB4 Signaling	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	NRG3;SOS1
Signaling by AMER1 Mutants	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
Signaling by APC Mutants	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
Signaling by AXIN Mutants	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
Truncations of AMER1 Destabilize the Destruction Complex	2/14	0.8386775688124141	0.9999963891873126	0	0	0.6054705609643023	0.10651980037061119	PPP2R1B;PPP2R5A
Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	6/37	0.8401247392531177	0.9999963891873126	0	0	0.7029264276626	0.12245322737674359	SERPINB2;ANXA2;GSTA2;RPLP0;MSN;TALDO1
Sphingolipid De Novo Biosynthesis	6/37	0.8401247392531177	0.9999963891873126	0	0	0.7029264276626	0.12245322737674359	CERS3;CYB5B;FA2H;SPHK1;CERT1;ABCG2
NOTCH1 Intracellular Domain Regulates Transcription	8/48	0.8427487804444583	0.9999963891873126	0	0	0.7262766945218199	0.12425604472174193	HEYL;KAT2B;KAT2A;HDAC10;MYC;RPS27A;HDAC9;MAMLD1
Synthesis of Substrates in N-glycan Biosythesis	11/64	0.843593524251484	0.9999963891873126	0	0	0.7535818377051695	0.12817259514892962	ST6GALNAC1;ST6GAL2;ST8SIA1;AMDHD2;ST8SIA2;GFPT1;SRD5A3;PGM3;ST6GALNAC3;ST3GAL1;DHDDS
APC-Cdc20 Mediated Degradation of Nek2A	4/26	0.8437277795017017	0.9999963891873126	0	0	0.6603980435149266	0.11221838357396081	CDC20;BUB1B;RPS27A;MAD2L1
Downregulation of TGF-beta Receptor Signaling	4/26	0.8437277795017017	0.9999963891873126	0	0	0.6603980435149266	0.11221838357396081	BAMBI;PMEPA1;RPS27A;TGFBR2
Glucose Metabolism	15/85	0.845453014642504	0.9999963891873126	0	0	0.7779253994087754	0.13060020344339807	GPI;PFKFB1;PFKFB3;SLC37A1;NUP210;HK2;PC;PPP2R1B;PRKACG;GAPDHS;PGP;ALDOC;PRKACA;PCK1;PCK2
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	89/451	0.8467180188856849	0.9999963891873126	0	0	0.891178388862966	0.14828099519667634	ALK;KLB;CDKN1A;HDAC10;ITGB3;PTEN;PIK3CD;ARRB1;FOXM1;FGF2;DUSP10;FGF9;PPP2R1B;AKT2;MYC;KIF5B;AKT3;KDR;RAC2;PSMD1;JUNB;RNF43;MAP2K1;VWF;HGF;RPS6;PPP2R5A;KSR2;GAB2;KREMEN2;DKK1;DKK2;ETV6;TGFBR2;DKK4;APBB1IP;EEF1G;KAT2B;CNKSR1;ZAP70;KAT2A;MRAS;NRG3;LCK;IRF4;KIT;SOS1;TLN1;DHH;PDGFB;PDGFA;FOXO6;TGFA;TWIST1;CBL;HDAC9;FOXO1;NTF4;DLL4;NEURL1B;NTF3;FGF20;FYN;ICOS;RPS27A;SPTBN1;KL;FZD4;BDNF;BCL11A;WNT3A;EGF;NTRK3;FN1;MIB2;MSN;PTPN11;QKI;ESR2;FGF17;HEYL;NEURL1;NOX4;PTPN6;CALM1;FGFR4;MAMLD1;FGFR3;FGFR2
Antigen processing-Cross Presentation	17/96	0.8536185109916343	0.9999963891873126	0	0	0.7811207198612571	0.12362867421554295	FCGR1BP;HLA-H;S100A1;CYBA;LNPEP;BTK;PSMD1;CD36;TLR6;CD14;SEC22B;FCGR1A;RPS27A;TLR4;S100A8;TLR2;VAMP3
Signaling by FGFR	16/91	0.8556057963218416	0.9999963891873126	0	0	0.7744	0.12076421628468668	KLB;KL;GALNT3;PTPN11;CBL;FGF2;FGFRL1;FGF17;FGF9;FLRT2;FGF20;SOS1;RPS27A;FGFR4;FGFR3;FGFR2
CDC6 Association With the ORC Origin Complex	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	ORC6
Defective CSF2RA Causes SMDP4	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	SFTPD
Defective CSF2RB Causes SMDP5	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	SFTPD
FGFR1b Ligand Binding and Activation	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	FGF2
Formation of Intermediate Mesoderm	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	FGF2
Formation of the Editosome	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	APOBEC3B
Gain-of-function MRAS Complexes Activate RAF Signaling	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	MRAS
Glycosphingolipid Transport	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	ESYT3
